id,prob,pred_class,true_class
D040122@050054W0019430332F00016694I02K42843229,0.99968421459198,0,0
D041922@171620W0019412606F00009541I02K43017310,0.9997233152389526,0,0
D040122@050054W0019430334F00014229I02K42843233,0.9999895095825195,0,0
D042322@064523W0019196898F00000342I02K43063099,0.9681892395019531,0,0
D041422@212551W0019093571F00000096I02K42961226,0.9994952082633972,0,0
D042322@064523W0019196909F00000082I02K43063123,0.9969801902770996,0,0
D041522@214940W0019196887F00000006I02K42974662,0.9999347925186157,0,0
D041522@223018W0019122977F00012028I02K42973995,0.9986351132392883,0,0
D041522@223018W0019122977F00014679I02K42973995,0.999862551689148,0,0
D041422@150403W0019316182F00038454I02K42959131,0.9983826875686646,0,0
D041522@223018W0019123370F00003212I02K42974008,0.9999359846115112,0,0
D042322@064523W0019196909F00002250I02K43063123,0.9979552030563354,0,0
D041522@223018W0019122977F00008308I02K42973995,0.9997458457946777,0,0
D041522@214940W0019196922F00000473I02K42974649,0.9999755620956421,0,0
D042322@064523W0019129549F00000471I02K43063134,0.9999070167541504,0,0
D041522@223018W0018869774F00021152I02K42974005,0.9993554353713989,0,0
D040322@131126W0019163859F00000744I02K42870360,0.9996331334114075,0,0
D041422@150403W0019316182F00036397I02K42959131,0.9996932744979858,0,0
D041522@212430W0019528583F00000081I02K42973883,0.9997760653495789,0,0
D050122@203656W0019138870F00000763I02K43163961,0.9995611310005188,0,0
D042322@064523W0019129549F00000046I02K43063134,0.9997594952583313,0,0
D041522@223018W0019123370F00020907I02K42974008,0.9999312162399292,0,0
D040122@050054W0019430332F00015499I02K42843229,0.9999064207077026,0,0
D041522@223018W0019122977F00013017I02K42973995,0.999782383441925,0,0
D041922@171620W0019412600F00006015I02K43017316,0.99921053647995,0,0
D040122@050054W0019430334F00004639I02K42843233,0.9996067881584167,0,0
D041522@214940W0019196922F00000366I02K42974649,0.9996623992919922,0,0
D041522@223018W0018869774F00006796I02K42974005,0.9999786615371704,0,0
D041422@150403W0019316182F00000949I02K42959131,0.9999098777770996,0,0
D041322@021727W0019766624F00000158I02K42941229,0.9999000430107117,0,0
D042322@064523W0019129546F00000252I02K43063112,0.9991507530212402,0,0
D042322@064523W0019129549F00000626I02K43063134,0.9993618130683899,0,0
D042922@042703W0019685927F00000126I02K43133318,0.9993661642074585,0,0
D040122@003800W0019380136F00023876I02K42843045,0.9997990727424622,0,0
D040222@234022W0019805194F00000018I02K42863078,0.9998197555541992,0,0
D042622@091034W0019159401F00001282I02K43097161,0.9999841451644897,0,0
D041522@223018W0019123370F00027994I02K42974008,0.9999336004257202,0,0
D041422@150403W0019316182F00010053I02K42959131,0.9899231195449829,0,0
D041522@223018W0019123370F00012191I02K42974008,0.9997990727424622,0,0
D040122@050054W0019430334F00003332I02K42843233,0.9868528246879578,0,0
D041522@223018W0019123370F00022178I02K42974008,0.9999641180038452,0,0
D040122@003800W0019380136F00017006I02K42843045,0.641700267791748,0,0
D040222@234022W0019805194F00000047I02K42863078,0.9991915822029114,0,0
D042322@064523W0019196909F00003192I02K43063123,0.9999243021011353,0,0
D042322@064523W0019129549F00001146I02K43063134,0.9993618130683899,0,0
D041522@223018W0019123370F00009653I02K42974008,0.9999643564224243,0,0
D043022@191256W0019115355F00000299I02K43153751,0.9963903427124023,0,0
D041722@112720W0018781059F00000524I02K42992492,0.9999022483825684,0,0
D041522@223018W0019122977F00023527I02K42973995,0.9996511340141296,0,0
D040122@003800W0019380147F00034347I02K42843042,0.9719524383544922,0,0
D041522@223018W0019122977F00026058I02K42973995,0.9999712109565735,0,0
D040322@131126W0019163859F00000325I02K42870360,0.9999713897705078,0,0
D043022@064142W0019548028F00004510I02K43146657,0.9905082583427429,0,0
D042322@064523W0019129546F00000016I02K43063112,0.9999357461929321,0,0
D040122@024051W0019145457F00001111I02K42842164,0.9999621510505676,0,0
D042322@064523W0019196898F00000370I02K43063099,0.9992213249206543,0,0
D042322@064523W0019196909F00002350I02K43063123,0.9998140335083008,0,0
D040222@234022W0019805194F00000184I02K42863078,0.9981051683425903,0,0
D041722@112720W0018921149F00000676I02K42992499,0.9999645352363586,0,0
D042322@064523W0019129546F00000529I02K43063112,0.9982364773750305,0,0
D041522@223018W0019123370F00028619I02K42974008,0.9998964071273804,0,0
D040222@234022W0019805194F00000077I02K42863078,0.9998337030410767,0,0
D042922@042703W0019685927F00000275I02K43133318,0.9998119473457336,0,0
D042922@164622W0019260655F00030686I02K43139394,0.9994779825210571,0,0
D041522@223018W0019122977F00009389I02K42973995,0.9975882768630981,0,0
D041422@150403W0019316180F00008615I02K42959137,0.9998558759689331,0,0
D040122@024051W0019145457F00005303I02K42842164,0.9994148015975952,0,0
D041522@223018W0018869774F00025451I02K42974005,0.999952495098114,0,0
D041522@223018W0019123370F00004263I02K42974008,0.997903048992157,0,0
D040122@024051W0019145455F00100301I02K42842169,0.9998153448104858,0,0
D042322@064523W0019129549F00001007I02K43063134,0.9997571110725403,0,0
D042322@064523W0019129546F00000756I02K43063112,0.9992209672927856,0,0
D042922@164622W0019260655F00030812I02K43139394,0.9990447163581848,0,0
D050122@203656W0019138873F00000226I02K43163970,0.9995708465576172,0,0
D042322@064523W0019196898F00000839I02K43063099,0.9995516538619995,0,0
D040122@024051W0019145457F00004925I02K42842164,0.9991427659988403,0,0
D042322@064523W0019196898F00000955I02K43063099,0.9997960329055786,0,0
D042322@064523W0019129546F00000783I02K43063112,0.9999403953552246,0,0
D040322@155458W0018832206F00000334I02K42871687,0.964002251625061,0,0
D040322@155458W0018895689F00000252I02K42871671,0.9735513925552368,0,0
D042322@064523W0019196898F00000355I02K43063099,0.9998481869697571,0,0
D040322@155458W0018832206F00000339I02K42871687,0.9999860525131226,0,0
D042322@064523W0019129549F00000490I02K43063134,0.9997196197509766,0,0
D041522@223018W0018869774F00027084I02K42974005,0.9998549222946167,0,0
D040222@234022W0019805194F00000187I02K42863078,0.9997197389602661,0,0
D043022@064142W0019548028F00016221I02K43146657,0.9996879696846008,0,0
D050122@203656W0019138870F00000007I02K43163961,0.9984270334243774,0,0
D041522@223018W0019122977F00005859I02K42973995,0.9999699592590332,0,0
D041522@223018W0019123370F00000916I02K42974008,0.9997826814651489,0,0
D042322@064523W0019129546F00000913I02K43063112,0.9756408929824829,0,0
D041522@223018W0019122977F00026641I02K42973995,0.999921977519989,0,0
D042122@142325W0019353189F00008876I02K43041084,0.9998022317886353,0,0
D041922@171620W0019412600F00006910I02K43017316,0.9993934631347656,0,0
D042922@042703W0019685927F00000110I02K43133318,0.8061805963516235,0,0
D041522@214940W0019196922F00000269I02K42974649,0.9998979568481445,0,0
D040122@024051W0019145457F00021163I02K42842164,0.9892603158950806,0,0
D040322@155458W0018895689F00000871I02K42871671,0.999778151512146,0,0
D042322@064523W0019129546F00000428I02K43063112,0.9993470311164856,0,0
D042322@064523W0019129546F00000312I02K43063112,0.9997445940971375,0,0
D042322@064523W0019129546F00000656I02K43063112,0.9991627931594849,0,0
D041922@171620W0019412606F00013263I02K43017310,0.9996005892753601,0,0
D041422@150403W0019316180F00035111I02K42959137,0.9999390840530396,0,0
D041522@212430W0019530485F00000564I02K42973877,0.998799204826355,0,0
D040222@234022W0019805194F00000074I02K42863078,0.9967947006225586,0,0
D042922@080027W0019395606F00000073I02K43133508,0.999342143535614,0,0
D042322@064523W0019129546F00000814I02K43063112,0.9983105659484863,0,0
D042322@064523W0019196909F00003292I02K43063123,0.9999823570251465,0,0
D041922@171620W0019412606F00000269I02K43017310,0.9590276479721069,0,0
D040122@024051W0019145455F00000055I02K42842169,0.9935716390609741,0,0
D043022@064142W0019548021F00011628I02K43146663,0.9994252920150757,0,0
D041522@223018W0018869774F00013354I02K42974005,0.9993425607681274,0,0
D042322@064523W0019196909F00003100I02K43063123,0.9997231364250183,0,0
D042322@064523W0019196909F00003286I02K43063123,0.9999454617500305,0,0
D042922@042703W0019685770F00000169I02K43133329,0.9996983408927917,0,0
D040122@050054W0019430334F00023216I02K42843233,0.9888848066329956,0,0
D041522@223018W0019123370F00026267I02K42974008,0.9999812841415405,0,0
D043022@064142W0019548028F00001675I02K43146657,0.9994512796401978,0,0
D042922@042703W0019685770F00000011I02K43133329,0.9998666048049927,0,0
D042322@064523W0019196898F00001029I02K43063099,0.9990978240966797,0,0
D040222@103038W0018858726F00001594I02K42858603,0.999957263469696,0,0
D042322@064523W0019129549F00000832I02K43063134,0.9997202157974243,0,0
D040122@024051W0019145457F00017690I02K42842164,0.9992165565490723,0,0
D041522@223018W0019122977F00015168I02K42973995,0.9998871088027954,0,0
D042322@064523W0019196898F00001270I02K43063099,0.9997729063034058,0,0
D040122@024051W0019145455F00000026I02K42842169,0.9999207258224487,0,0
D041422@150403W0019316180F00017156I02K42959137,0.9465585947036743,0,0
D043022@064142W0019548021F00067536I02K43146663,0.9999479055404663,0,0
D040322@155458W0018895689F00000124I02K42871671,0.9998785257339478,0,0
D042322@064523W0019129549F00000965I02K43063134,0.9992736577987671,0,0
D042322@064523W0019196898F00000722I02K43063099,0.9985288381576538,0,0
D040122@050054W0019430332F00030535I02K42843229,0.9995594024658203,0,0
D043022@191256W0019115353F00000493I02K43153765,0.9999523162841797,0,0
D042322@064523W0019129546F00001149I02K43063112,0.999699592590332,0,0
D042322@064523W0019196898F00001284I02K43063099,0.9999237060546875,0,0
D040122@050054W0019430332F00033291I02K42843229,0.9899276494979858,0,0
D050122@203656W0019138870F00000611I02K43163961,0.9999664425849915,0,0
D041522@214940W0019196887F00000389I02K42974662,0.999926745891571,0,0
D042322@064523W0019129549F00000433I02K43063134,0.9999211430549622,0,0
D041922@171620W0019412600F00015984I02K43017316,0.9969913363456726,0,0
D041522@223018W0018869774F00007830I02K42974005,0.9985638856887817,0,0
D041522@223018W0019123370F00022999I02K42974008,0.9999096989631653,0,0
D040322@155458W0018832206F00000416I02K42871687,0.9998815655708313,0,0
D041922@171620W0019412600F00008864I02K43017316,0.9987202882766724,0,0
D041822@193344W0019505405F00000104I02K43005019,0.9997596740722656,0,0
D040322@155458W0018832206F00000736I02K42871687,0.9999855756759644,0,0
D041922@171620W0019412606F00006043I02K43017310,0.9999319314956665,0,0
D042322@064523W0019129546F00001434I02K43063112,0.9991753697395325,0,0
D042322@064523W0019196909F00003454I02K43063123,0.9999043345451355,0,0
D041422@150403W0019316180F00038104I02K42959137,0.9816854596138,0,0
D040122@024051W0019145457F00006720I02K42842164,0.6523967385292053,0,0
D052522@055250W0019560934F00000053I02K43472051,0.7272049784660339,0,0
D042322@064523W0019129546F00001397I02K43063112,0.9993524551391602,0,0
D041522@223018W0019122977F00008056I02K42973995,0.9999645948410034,0,0
D040322@155458W0018832206F00000028I02K42871687,0.9248992204666138,0,0
D041522@223018W0019123370F00020834I02K42974008,0.9997423887252808,0,0
D040122@024051W0019145455F00088705I02K42842169,0.999755859375,0,0
D042322@064523W0019129549F00001192I02K43063134,0.9984622001647949,0,0
D042322@064523W0019129549F00000587I02K43063134,0.9916346669197083,0,0
D042322@064523W0019196909F00003488I02K43063123,0.9985178112983704,0,0
D041522@223018W0019122977F00005848I02K42973995,0.9999469518661499,0,0
D040222@103038W0018858726F00001454I02K42858603,0.9476301074028015,0,0
D040122@050054W0019430332F00017981I02K42843229,0.5258835554122925,4,0
D040322@155458W0018832206F00000331I02K42871687,0.9998005032539368,0,0
D041522@214940W0019196922F00000111I02K42974649,0.9999017715454102,0,0
D041522@214940W0019196887F00000022I02K42974662,0.9998008012771606,0,0
D042322@064523W0019129546F00001448I02K43063112,0.9997316598892212,0,0
D041522@223018W0019122977F00000483I02K42973995,0.9998801946640015,0,0
D042322@064523W0019196909F00003191I02K43063123,0.9998176693916321,0,0
D042322@064523W0019196909F00002074I02K43063123,0.9983998537063599,0,0
D040322@081659W0019281978F00000129I02K42867180,0.9990893602371216,0,0
D042922@042703W0019685770F00000032I02K43133329,0.9995512962341309,0,0
D041422@212551W0019093573F00000519I02K42961238,0.9997316598892212,0,0
D042322@064523W0019196909F00002539I02K43063123,0.9999433755874634,0,0
D042922@042703W0019685770F00000097I02K43133329,0.9992802739143372,0,0
D040222@234022W0019805194F00000063I02K42863078,0.9997450113296509,0,0
D041422@150403W0019316180F00038088I02K42959137,0.9826551675796509,0,0
D041422@150403W0019316180F00001104I02K42959137,0.9999820590019226,0,0
D042922@042703W0019685927F00000001I02K43133318,0.9991092681884766,0,0
D042322@064523W0019196909F00003027I02K43063123,0.9996420741081238,0,0
D041922@171620W0019412600F00004218I02K43017316,0.9985108375549316,0,0
D040122@003800W0019380147F00016280I02K42843042,0.9975305795669556,0,0
D042322@064523W0019129549F00000534I02K43063134,0.9996705055236816,0,0
D040122@024051W0019145457F00000127I02K42842164,0.9998947978019714,0,0
D041522@223018W0019123370F00002285I02K42974008,0.999842643737793,0,0
D041922@171620W0019412600F00013987I02K43017316,0.9999895095825195,0,0
D043022@064142W0019548021F00024937I02K43146663,0.9986602663993835,0,0
D041522@223018W0019123370F00026672I02K42974008,0.9997275471687317,0,0
D041422@212551W0019093571F00000552I02K42961226,0.9998825192451477,0,0
D041422@212551W0019093573F00000726I02K42961238,0.9992976188659668,0,0
D041522@223018W0019123370F00015290I02K42974008,0.9996827840805054,0,0
